code,name,description,refreshed_at,from_date,to_date
COK_X,Cancom Se (COK_X),Stock Prices for Cancom Se (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005419105,2020-01-31 22:18:52,2000-03-20,2020-01-31
COM_X,comdirect bank AG (COM_X),Stock Prices for comdirect bank AG (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005428007,2020-01-31 22:18:52,2000-06-06,2020-01-31
CON_X,Continental (CON_X),Stock Prices for Continental (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005439004,2020-01-31 22:18:52,2000-01-18,2020-01-31
COP_X,Compugroup Medical (COP_X),Stock Prices for Compugroup Medical (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005437305,2020-01-31 22:18:52,2000-01-03,2020-01-31
CWC_X,Cewe Stiftung & Co. Kgaa (CWC_X),Stock Prices for Cewe Stiftung & Co. Kgaa (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005403901,2020-01-31 22:18:52,2005-05-02,2020-01-31
DAI_X,Daimler (DAI_X),Stock Prices for Daimler (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0007100000,2020-01-31 22:18:52,2000-01-20,2020-01-31
DB1_X,Deutsche Börse (DB1_X),Stock Prices for Deutsche Börse (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005810055,2020-01-31 22:18:52,2001-02-05,2020-01-31
DBAN_X,Deutsche Beteiligungs AG (DBAN_X),Stock Prices for Deutsche Beteiligungs AG (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000A1TNUT7,2020-01-31 22:18:52,2000-01-10,2020-01-31
DBK_X,Deutsche Bank (DBK_X),Stock Prices for Deutsche Bank (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005140008,2020-01-31 22:18:52,2000-01-18,2020-01-31
DEQ_X,Deutsche Euroshop (DEQ_X),Stock Prices for Deutsche Euroshop (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0007480204,2020-01-31 22:18:52,2001-01-02,2020-01-31
DEX_X,Delticom (DEX_X),Stock Prices for Delticom (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005146807,2020-01-31 22:18:52,2006-10-26,2020-01-31
DEZ_X,Deutz (DEZ_X),Stock Prices for Deutz (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006305006,2020-01-31 22:18:52,2000-01-03,2020-01-31
DIC_X,DIC Asset AG (DIC_X),Stock Prices for DIC Asset AG (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000A1X3XX4,2020-01-31 22:18:52,2005-12-26,2020-01-31
DLG_X,Dialog Semiconductor Plc (DLG_X),Stock Prices for Dialog Semiconductor Plc (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: GB0059822006,2020-01-31 22:18:52,2000-01-17,2020-01-31
DPW_X,Deutsche Post (DPW_X),Stock Prices for Deutsche Post (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005552004,2020-01-31 22:18:52,2000-11-20,2020-01-31
DRI_X,Drillisch (DRI_X),Stock Prices for Drillisch (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005545503,2020-01-31 22:18:52,2000-01-18,2020-01-31
DRW3_X,Drägerwerk  & Co. Kgaa Vz (DRW3_X),Stock Prices for Drägerwerk  & Co. Kgaa Vz (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005550636,2020-01-31 22:18:52,2000-03-20,2020-01-31
DTE_X,Deutsche Telekom (DTE_X),Stock Prices for Deutsche Telekom (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005557508,2020-01-31 22:18:53,2000-01-18,2020-01-31
DUE_X,Dürr (DUE_X),Stock Prices for Dürr (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005565204,2020-01-31 22:18:52,2000-01-06,2020-01-31
DWNI_X,Deutsche Wohnen (DWNI_X),Stock Prices for Deutsche Wohnen (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000A0HN5C6,2020-01-31 22:18:52,2006-07-03,2020-01-31
EOAN_X,E.on Se (EOAN_X),"Stock Prices for E.on Se from the Frankfurt Stock Exchange. Trading System: Xetra. E.ON is one of the world's largest investor-owned power and gas companies. At facilities across Europe, Russia, and North America, our roughly 72,000 employees generate about EUR132 billion in sales. We have an ambitious objective: to make energy cleaner and better wherever we operate. Going forward, we intend to expand our business outside Europe. Our new strategy, whose motto is cleaner & better energy, will transform E.ON into a global provider of specialized energy solutions. The new E.ON will benefit our employees, customers, and investors alike.",2017-04-11 22:28:49,2000-01-18,2017-04-11
EON_X,E.on Se (EON_X),Stock Prices for E.on Se (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000ENAG999,2020-01-31 22:18:52,2003-01-20,2020-01-31
EVD_X,CTS Eventim (EVD_X),Stock Prices for CTS Eventim (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005470306,2020-01-31 22:18:52,2000-02-02,2020-01-31
EVK_X,Evonik Industries (EVK_X),Stock Prices for Evonik Industries (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000EVNK013,2020-01-31 22:18:52,2013-04-25,2020-01-31
EVT_X,Evotec (EVT_X),Stock Prices for Evotec (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005664809,2020-01-31 22:18:52,2000-03-28,2020-01-31
FIE_X,Fielmann (FIE_X),Stock Prices for Fielmann (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005772206,2020-01-31 22:18:53,2000-10-25,2020-01-31
FME_X,Fresenius Medical Care  & Co. Kgaa St (FME_X),Stock Prices for Fresenius Medical Care  & Co. Kgaa St (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005785802,2020-01-31 22:18:53,2000-01-18,2020-01-31
FNTN_X,Freenet (FNTN_X),Stock Prices for Freenet (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000A0Z2ZZ5,2020-01-31 22:18:53,2000-01-18,2020-01-31
FPE3_X,Fuchs Petrolub  Vz (FPE3_X),Stock Prices for Fuchs Petrolub  Vz (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005790430,2020-01-31 22:18:53,2000-01-10,2020-01-31
FRA_X,Fraport (FRA_X),Stock Prices for Fraport (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005773303,2020-01-31 22:18:53,2001-06-11,2020-01-31
FRE_X,Fresenius Se & Co. Kgaa (FRE_X),Stock Prices for Fresenius Se & Co. Kgaa (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005785604,2020-01-31 22:18:53,2000-01-14,2020-01-31
G1A_X,GEA AG (G1A_X),Stock Prices for GEA AG (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006602006,2020-01-31 22:18:53,2000-01-18,2020-01-31
GBF_X,Bilfinger Se (GBF_X),Stock Prices for Bilfinger Se (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005909006,2020-01-31 22:18:53,2000-01-18,2020-01-31
GFJ_X,Gagfah S.a. (GFJ_X),"Stock Prices for Gagfah S.a. from the Frankfurt Stock Exchange. Trading System: Xetra. The Company is a joint stock corporation organized under the laws of the Grand Duchy of Luxembourg qualifying as a securitization company under the Luxembourg Securitization Law of March 22, 2004. Our core business is the acquisition, ownership and management of a geographically diversified and well maintained residential property portfolio throughout Germany.With a portfolio of more than 145,000 apartments located throughout Germany, we are one of the largest privately held residential property owners and operators in Germany and are the largest listed residential property company in Germany.",2015-12-08 23:07:39,2006-10-19,2015-12-08
GFK_X,Gfk Se (GFK_X),Stock Prices for Gfk Se (GFK) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005875306,2017-10-24 23:10:38,2000-01-18,2017-10-18
GIL_X,Dmg Mori Seiki (GIL_X),Stock Prices for Dmg Mori Seiki (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005878003,2020-01-31 22:18:53,2000-01-17,2020-01-31
GLJ_X,Grenkeleasing (GLJ_X),"Stock Prices for Grenkeleasing Ag from the Frankfurt Stock Exchange. Trading System: Xetra. The GRENKE GroupThe GRENKE Group is a broadly diversified provider of IT-based services in Small-Ticket-IT-Leasing, Factoring and Banking for small and medium-sized companies. In addition, the GRENKE Bank offers its classic online services also to private customers.The GRENKE Group is independent of vendors and banks and holds a leading market position in Europe in the field of small-ticket IT leasing for products such as PCs, notebooks, copiers, printers, or software of relatively low asset value. The GRENKE Group operates in 27 countries and employs more than 800 staff.GRENKELEASING AG is listed in the Prime Standard of the Frankfurt Stock Exchange and is included in the SDAX. GRENKELEASING AG shares are listed in the SDAX on the Frankfurt Stock Exchange with the code GLJ, ISIN DE0005865901.Information on the GRENKE Group and its products is available at http://www.grenke.de",2016-05-12 20:21:53,2000-04-04,2016-05-12
GMM_X,Grammer (GMM_X),Stock Prices for Grammer (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0005895403,2020-01-31 22:18:53,2000-01-06,2020-01-31
GSC1_X,Gesco (GSC1_X),Stock Prices for Gesco (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000A1K0201,2020-01-31 22:18:53,2000-01-10,2020-01-31
GWI1_X,Gerry Weber International (GWI1_X),Stock Prices for Gerry Weber International (2019-10-31) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0003304101,2019-11-14 22:19:07,2000-10-24,2019-10-31
GXI_X,Gerresheimer (GXI_X),Stock Prices for Gerresheimer (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000A0LD6E6,2020-01-31 22:18:53,2007-06-11,2020-01-31
HAB_X,Hamborner Reit AG (HAB_X),Stock Prices for Hamborner Reit AG (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006013006,2020-01-31 22:18:53,2014-02-26,2020-01-31
HAW_X,Hawesko Holding (HAW_X),Stock Prices for Hawesko Holding (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006042708,2020-01-31 22:18:53,2000-01-03,2020-01-31
HBH3_X,Hornbach Holding Ag (HBH3_X),"Stock Prices for Hornbach Holding Ag from the Frankfurt Stock Exchange. Trading System: Xetra. The HORNBACH HOLDING AG Group (ISIN DE0006083439, WKN 60834) is one of Europe's largest operators of DIY megastores with garden centers. In addition to the largest operating subgroup, HORNBACH-Baumarkt-AG (DIY megastores with garden centers), the overall HORNBACH HOLDING AG Group also comprises the subgroups HORNBACH Baustoff Union GmbH (regional builders' merchant and construction materials business) and HORNBACH Immobilien AG (real estate and location development). The HORNBACH DIY megastores with garden centers have an average size of more than 11,000 square meters, a figure unmatched by any other competitor in Europe.The HORNBACH Group generated sales of EUR 3.2 billion in the 2011/2012 financial year (March 1, 2011 to February 29, 2012). This is equivalent to growth of 6.2% on the previous year. The HORNBACH-Baumarkt-AG subgroup increased its net sales by 5.8% to EUR 3.0 billion. The international stores contributed 42.4% of total DIY store sales.As of end-February 2012, HORNBACH operates 134 DIY megastores with garden centers in nine countries, of which 91 stores are in Germany. The 43 international stores are located in Austria, the Netherlands, the Czech Republic, Luxembourg, Switzerland, Sweden, Slovakia and Romania. More than 14,000 individuals are now employed at the HORNBACH Group.HORNBACH's sales concept and product range are entirely tailored to the needs of project and professional customers. HORNBACH guarantees its customers permanently low prices and is thus the price leader in the sector. The high quality of advice and excellent service provided by the company have been attested in numerous independent tests and studies.Pioneering achievements, such as the first combined DIY store with a garden center (1968), the first megastore (1980) and the first DIY store with a drive-in facility (2003), provide proof of HORNBACH's ongoing innovative power. Since 2001, a strategic partnership has been in place with the British retail group Kingfisher. Founded in 1877, the family-run company was publicly listed in 1987.",2015-10-17 01:08:43,2000-01-03,2015-10-16
HDD_X,Heidelberger Druckmaschinen (HDD_X),Stock Prices for Heidelberger Druckmaschinen (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0007314007,2020-01-31 22:18:53,2000-01-18,2020-01-31
HEI_X,Heidelbergcement (HEI_X),Stock Prices for Heidelbergcement (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006047004,2020-01-31 22:18:53,2000-01-18,2020-01-31
HEN3_X,Henkel  & Co. Kgaa Vz (HEN3_X),Stock Prices for Henkel  & Co. Kgaa Vz (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006048432,2020-01-31 22:18:53,2000-01-18,2020-01-31
HHFA_X,HHLA AG (Hamburger Hafen und Logistik) (HHFA_X),Stock Prices for HHLA AG (Hamburger Hafen und Logistik) (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000A0S8488,2020-01-31 22:18:53,2007-11-28,2020-01-31
HNR1_X,Hannover Rück Se (HNR1_X),Stock Prices for Hannover Rück Se (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0008402215,2020-01-31 22:18:53,2000-10-25,2020-01-31
HOT_X,Hochtief (HOT_X),Stock Prices for Hochtief (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006070006,2020-01-31 22:18:53,2000-01-18,2020-01-31
IFX_X,Infineon Technologies (IFX_X),Stock Prices for Infineon Technologies (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006231004,2020-01-31 22:18:53,2000-03-28,2020-01-31
INH_X,Indus Holding (INH_X),Stock Prices for Indus Holding (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006200108,2020-01-31 22:18:53,2000-01-11,2020-01-31
JEN_X,Jenoptik (JEN_X),Stock Prices for Jenoptik (JEN) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006229107,2019-06-25 22:37:06,2000-01-18,2019-06-25
JUN3_X,Jungheinrich (JUN3_X),Stock Prices for Jungheinrich (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006219934,2020-01-31 22:18:53,2000-01-18,2020-01-31
KBC_X,Kontron (KBC_X),Stock Prices for Kontron (KBC) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE0006053952,2017-08-25 23:01:59,2000-04-06,2017-08-17
KCO_X,Klöckner & Co (KlöCo) (KCO_X),Stock Prices for Klöckner & Co (KlöCo) (2020-01-17) from the Frankfurt Stock Exchange.<br><br>Trading System: Xetra<br><br>ISIN: DE000KC01000,2020-01-31 22:18:53,2006-07-26,2020-01-31
